timestamp	vehicle_id	pack_voltage_V	pack_current_A	soc_pct	soh_pct	temp_cell_avg_C	temp_cell_max_C	temp_ambient_C	cycle_count	charging_status	energy_kwh	internal_resistance_mohm	anomaly_flag
5/18/2026 6:40	EV-PACK-001	381.81	126.68	84.51	94.01	34.74	36.54	28.66	312	drive	33.445	18.284	normal
5/18/2026 6:50	EV-PACK-001	381.66	124.16	84.39	93.99	34.59	38.43	28.96	312	drive	41.343	17.975	normal
5/18/2026 7:00	EV-PACK-001	377.26	128.61	84.26	93.99	35.49	38.9	29.89	312	drive	49.429	18.095	normal
5/18/2026 7:10	EV-PACK-001	383.59	93.35	84.17	94	32.2	34.8	29.23	312	drive	55.397	17.908	normal
5/18/2026 7:20	EV-PACK-001	382.85	83.75	84.08	94.01	34.1	37.05	29.87	312	drive	60.741	18.36	normal
5/18/2026 7:30	EV-PACK-001	382.01	112.21	83.97	94.02	36.36	39.76	31.55	312	drive	67.885	17.797	normal
5/18/2026 7:40	EV-PACK-001	380.34	115.58	83.85	94.01	36.51	38.29	30.37	312	drive	75.212	18.553	normal
5/18/2026 7:50	EV-PACK-001	378.78	70.99	83.78	93.98	33.23	36.51	30.45	312	drive	79.694	18.198	normal
5/18/2026 8:00	EV-PACK-001	378.72	-0.99	83.78	94.02	30.5	33.85	30.99	312	idle	79.756	17.811	normal
5/18/2026 8:10	EV-PACK-001	381	-0.14	83.78	93.95	32.13	36.03	32.07	312	idle	79.765	18.492	normal
5/18/2026 8:20	EV-PACK-001	378.17	-1.52	83.78	93.98	32.97	36.44	31.72	312	idle	79.861	18.261	normal
5/18/2026 8:30	EV-PACK-001	380.89	-0.67	83.78	93.99	32.89	35.2	32.67	312	idle	79.903	17.749	normal
5/18/2026 8:40	EV-PACK-001	382.04	-1.41	83.78	93.98	31.64	34.29	32.42	312	idle	79.993	18.452	normal
5/18/2026 8:50	EV-PACK-001	381.81	1.12	83.78	94.01	32.38	36.84	32.32	312	idle	80.064	18.265	normal
5/18/2026 9:00	EV-PACK-001	380.23	1.4	83.78	94	31.69	34.95	33.23	312	idle	80.153	17.871	normal
5/18/2026 9:10	EV-PACK-001	378.66	1.3	83.78	94.01	32.59	35.42	33.82	312	idle	80.235	18.14	normal
5/18/2026 9:20	EV-PACK-001	377.08	-1.56	83.78	94.01	33.61	35.97	33.5	312	idle	80.333	18.146	normal
5/18/2026 9:30	EV-PACK-001	380.88	-1.64	83.78	94	34.12	36.34	33.62	312	idle	80.437	17.955	normal
5/18/2026 9:40	EV-PACK-001	381.32	1.64	83.78	93.96	34.01	35.52	34.14	312	idle	80.541	18.257	normal
5/18/2026 9:50	EV-PACK-001	377.04	-1.05	83.78	94	32.76	36.66	33.26	312	idle	80.607	17.923	normal
5/18/2026 10:00	EV-PACK-001	380.44	1.35	83.78	93.98	35.75	39.14	34.61	312	idle	80.693	17.758	normal
5/18/2026 10:10	EV-PACK-001	380	-1.23	83.78	94	34.17	38.61	33.47	312	idle	80.771	17.594	normal
5/18/2026 10:20	EV-PACK-001	380.34	-1.83	83.78	93.98	32.44	34.46	33.82	312	idle	80.887	17.828	normal
5/18/2026 10:30	EV-PACK-001	381.18	-0.17	83.78	94.02	33.79	37.01	33.93	312	idle	80.897	18.118	normal
5/18/2026 10:40	EV-PACK-001	382.14	0.31	83.78	93.99	34.16	38.48	34.41	312	idle	80.917	18.125	normal
5/18/2026 10:50	EV-PACK-001	383.66	-0.1	83.78	93.98	34.91	37.24	34.85	312	idle	80.924	18.333	normal
5/18/2026 11:00	EV-PACK-001	381.01	0.54	83.78	93.97	34.29	36.44	34.93	312	idle	80.958	17.388	normal
5/18/2026 11:10	EV-PACK-001	383.45	-0.33	83.78	93.99	35.5	38.72	34.6	312	idle	80.979	18.114	normal
5/18/2026 11:20	EV-PACK-001	381.47	0.61	83.78	93.99	34.51	37.65	34.75	312	idle	81.017	17.668	normal
5/18/2026 11:30	EV-PACK-001	382.69	0.05	83.78	93.99	36.31	40.58	36.24	312	idle	81.021	17.993	normal
5/18/2026 11:40	EV-PACK-001	379.26	-0.74	83.78	93.99	35.15	39.18	34.58	312	idle	81.068	18.12	normal
5/18/2026 11:50	EV-PACK-001	381.94	-1.31	83.78	93.96	33.81	35.36	35.22	312	idle	81.151	17.413	normal
5/18/2026 12:00	EV-PACK-001	379.49	-24.61	83.81	94.04	35.59	38.18	35.68	312	charge	82.707	17.848	normal
5/18/2026 12:10	EV-PACK-001	381.3	-29.33	83.84	93.99	35.28	37.95	35.21	312	charge	84.571	18.041	normal
5/18/2026 12:20	EV-PACK-001	381.65	-35.75	83.87	93.97	36.43	40.44	35.37	312	charge	86.845	18.5	normal
5/18/2026 12:30	EV-PACK-001	380.36	1.96	83.87	94	35.71	38.39	34.5	312	idle	86.97	18.448	normal
5/18/2026 12:40	EV-PACK-001	380.11	-0.12	83.87	93.96	34.28	38.5	35.02	312	idle	86.977	18.147	normal
5/18/2026 12:50	EV-PACK-001	382.37	-0.04	83.87	93.98	33.24	34.99	35.15	312	idle	86.98	17.506	normal
5/18/2026 13:00	EV-PACK-001	380.27	0.6	83.87	94.01	34.78	36.46	34.89	312	idle	87.018	17.709	normal
5/18/2026 13:10	EV-PACK-001	381.48	1.38	83.87	93.99	35.31	39.36	35.01	312	idle	87.105	17.986	normal
5/18/2026 13:20	EV-PACK-001	378.78	1.4	83.87	93.99	33.55	36.25	34.2	312	idle	87.194	18.112	normal
5/18/2026 13:30	EV-PACK-001	381.76	-0.64	83.87	94	33.99	38.27	34.08	312	idle	87.235	18.177	normal
5/18/2026 13:40	EV-PACK-001	381.04	-1.97	83.87	94.02	32.99	36.39	33.62	312	idle	87.36	17.576	normal
5/18/2026 13:50	EV-PACK-001	381.19	1.05	83.87	93.97	32.95	37.34	34.83	312	idle	87.426	17.924	normal
5/18/2026 14:00	EV-PACK-001	378.88	0.93	83.87	93.97	33.79	37.25	34.42	312	idle	87.485	18.496	normal
5/18/2026 14:10	EV-PACK-001	378.17	0.94	83.87	94.01	33.05	36.88	34.03	312	idle	87.544	17.856	normal
5/18/2026 14:20	EV-PACK-001	381.42	1.91	83.87	93.98	33.48	35.23	33.85	312	idle	87.666	17.825	normal
5/18/2026 14:30	EV-PACK-001	381.32	1.29	83.87	94	32.53	34.18	33.82	312	idle	87.748	17.703	normal
5/18/2026 14:40	EV-PACK-001	379.44	1.09	83.87	93.98	31.67	35.58	32.65	312	idle	87.817	18.086	normal
5/18/2026 14:50	EV-PACK-001	380.7	1.43	83.87	93.98	34.17	37.7	33.89	312	idle	87.908	18.155	normal
5/18/2026 15:00	EV-PACK-001	379.09	0.69	83.87	93.98	30.84	33.39	32.74	312	idle	87.951	18.778	normal
5/18/2026 15:10	EV-PACK-001	380.22	-0.41	83.87	94	31.63	33.69	31.76	312	idle	87.977	18.187	normal
5/18/2026 15:20	EV-PACK-001	383.73	1.23	83.87	94.01	31.95	34.67	31.75	312	idle	88.056	17.971	normal
5/18/2026 15:30	EV-PACK-001	380.06	-0.43	83.87	93.97	32.89	34.8	31.4	312	idle	88.083	18.514	normal
5/18/2026 15:40	EV-PACK-001	379.34	-1.93	83.87	93.96	32.54	35.07	32.31	312	idle	88.205	17.917	normal
5/18/2026 15:50	EV-PACK-001	380.13	0.16	83.87	94	31.69	33.9	31.75	312	idle	88.215	17.529	normal
5/18/2026 16:00	EV-PACK-001	381.83	0.97	83.87	94.01	31.5	33.9	31.24	312	idle	88.277	17.619	normal
5/18/2026 16:10	EV-PACK-001	381.23	1.5	83.87	94.01	31.81	35.69	31.41	312	idle	88.372	17.964	normal
5/18/2026 16:20	EV-PACK-001	379.87	1.98	83.87	94.02	31.01	33.07	31.27	312	idle	88.498	18.252	normal
5/18/2026 16:30	EV-PACK-001	381.12	1.82	83.87	93.98	30.33	31.94	30.45	312	idle	88.613	17.339	normal
5/18/2026 16:40	EV-PACK-001	379.2	-1.02	83.87	93.99	29.32	32.36	30	312	idle	88.677	18.349	normal
5/18/2026 16:50	EV-PACK-001	382.22	-0.46	83.87	93.99	28.83	30.95	29.59	312	idle	88.707	18.183	normal
5/18/2026 17:00	EV-PACK-001	381.63	60.13	83.81	93.97	32.01	33.52	30.14	312	drive	92.532	17.952	normal
5/18/2026 17:10	EV-PACK-001	379.94	94.51	83.72	93.95	32.17	34.45	28.73	312	drive	98.516	18.354	normal
5/18/2026 17:20	EV-PACK-001	382.52	114.66	83.6	93.97	33.85	38.14	28.47	312	drive	105.826	17.673	normal
5/18/2026 17:30	EV-PACK-001	381.06	72.04	83.53	94.01	32.23	36.49	29.14	312	drive	110.401	18.063	normal
5/18/2026 17:40	EV-PACK-001	376.79	68.85	83.46	93.95	32.91	36.12	29.01	312	drive	114.725	17.71	normal
5/18/2026 17:50	EV-PACK-001	382.7	128.27	83.34	93.99	34.54	38.36	28.35	312	drive	122.906	17.748	normal
5/18/2026 18:00	EV-PACK-001	382.96	96.36	83.24	94.01	33.61	36.2	27.85	312	drive	129.056	17.74	normal
5/18/2026 18:10	EV-PACK-001	381.63	108.06	83.13	94	33.39	35.84	28.01	312	drive	135.929	18.207	normal
5/18/2026 18:20	EV-PACK-001	378.85	61.52	83.07	94.02	28.24	31.87	26.5	312	drive	139.814	18.535	normal
5/18/2026 18:30	EV-PACK-001	379.57	107.51	82.96	93.99	32.21	35.79	27.21	312	drive	146.615	18.136	normal
5/18/2026 18:40	EV-PACK-001	379.36	60.32	82.9	94	30.29	33.54	26.13	312	drive	150.429	18.02	normal
5/18/2026 18:50	EV-PACK-001	377.73	102.9	82.8	94	31.02	32.67	26.51	312	drive	156.907	17.642	normal
5/18/2026 19:00	EV-PACK-001	379.23	-45.09	82.84	93.99	29.21	31.4	26.38	312	charge	159.756	18.325	normal
5/18/2026 19:10	EV-PACK-001	379.97	-36.61	82.88	93.99	27.42	31.1	25.47	312	charge	162.075	18.347	normal
5/18/2026 19:20	EV-PACK-001	379.82	-32.58	82.91	93.98	26.29	30.18	24.98	312	charge	164.137	18.093	normal
5/18/2026 19:30	EV-PACK-001	378.95	-46.69	82.96	93.98	27.3	29.25	25.01	312	charge	167.086	17.676	normal
5/18/2026 19:40	EV-PACK-001	380.08	-45.77	83.01	93.99	26.89	29.8	25.76	312	charge	169.985	17.459	normal
5/18/2026 19:50	EV-PACK-001	381.47	-35.51	83.04	93.97	24.24	28.09	24.78	312	charge	172.243	18.486	normal
5/18/2026 20:00	EV-PACK-001	378.36	-45.97	83.09	93.98	26.12	28.23	24.31	312	charge	175.142	18.569	normal
5/18/2026 20:10	EV-PACK-001	382.37	-31.31	83.12	94.05	26.53	29.21	25.19	312	charge	177.137	18.128	normal
5/18/2026 20:20	EV-PACK-001	381.23	-32.27	83.15	93.99	25.57	28.48	24.41	312	charge	179.188	18.291	normal
5/18/2026 20:30	EV-PACK-001	380.31	-23.93	83.17	93.97	25.29	27.81	23.88	312	charge	180.705	18.218	normal
5/18/2026 20:40	EV-PACK-001	379.99	-42.61	83.22	93.98	24.14	26.25	22.78	312	charge	183.403	17.616	normal
5/18/2026 20:50	EV-PACK-001	380.31	-27.78	83.24	93.95	23.42	27.8	22.98	312	charge	185.164	18.038	normal
5/18/2026 21:00	EV-PACK-001	379.6	-27.57	83.27	94.01	23.23	27.36	22.07	312	charge	186.909	18.086	normal
5/18/2026 21:10	EV-PACK-001	378.34	-48.59	83.32	93.94	24.7	27.11	22.28	312	charge	189.973	17.889	normal
5/18/2026 21:20	EV-PACK-001	379.19	-38.5	83.36	94.01	23.19	25.45	21.79	312	charge	192.406	17.926	normal
5/18/2026 21:30	EV-PACK-001	380.8	-42.05	83.4	93.99	22.77	25.49	22.11	312	charge	195.075	18.05	normal
5/18/2026 21:40	EV-PACK-001	383.23	-48.25	83.45	93.97	25.05	26.85	23.06	312	charge	198.157	18.04	normal
5/18/2026 21:50	EV-PACK-001	381.01	-32.41	83.48	94.02	22.68	26.31	21.72	312	charge	200.214	18.367	normal
5/18/2026 22:00	EV-PACK-001	377.36	-1.01	83.48	93.98	21.99	26.31	22.2	312	idle	200.278	18.055	normal
5/18/2026 22:10	EV-PACK-001	379.92	-0.04	83.48	93.99	22.04	24.84	21.71	312	idle	200.28	18.043	normal
5/18/2026 22:20	EV-PACK-001	382.65	-0.07	83.48	93.99	22.13	25.29	21.88	312	idle	200.285	17.675	normal
5/18/2026 22:30	EV-PACK-001	380.5	-1.52	83.48	94	22.78	26.11	22	312	idle	200.381	18.38	normal
5/18/2026 22:40	EV-PACK-001	375.78	-1.25	83.48	94	21.61	25.33	21.24	312	idle	200.46	17.503	normal
5/18/2026 22:50	EV-PACK-001	379.11	-0.63	83.48	93.99	22.69	26.57	21.56	312	idle	200.5	18.693	normal
5/18/2026 23:00	EV-PACK-001	380.37	-1.15	83.48	93.96	20.69	24.11	21.44	312	idle	200.573	18.01	normal
5/18/2026 23:10	EV-PACK-001	381.56	-1.75	83.48	93.99	21.14	23.1	21.04	312	idle	200.684	17.989	normal
5/18/2026 23:20	EV-PACK-001	378.62	-0.72	83.48	94	22.33	25.81	21.41	312	idle	200.73	17.596	normal
5/18/2026 23:30	EV-PACK-001	380.52	-0.63	83.48	93.96	21.91	25.95	21.29	312	idle	200.77	18.211	normal
5/18/2026 23:40	EV-PACK-001	381.08	1	83.48	94.02	20.99	24.47	21.19	312	idle	200.833	18.282	normal
5/18/2026 23:50	EV-PACK-001	380.01	0.95	83.48	93.99	22.23	25.89	21.9	312	idle	200.894	18.058	normal
5/19/2026 0:00	EV-PACK-001	379.08	0.59	83.48	94	21.11	23.93	21.41	312	idle	200.931	18.022	normal
5/19/2026 0:10	EV-PACK-001	381.31	0.62	83.48	93.98	21.67	24.15	21.34	312	idle	200.97	18.454	normal
5/19/2026 0:20	EV-PACK-001	378.65	-1.01	83.48	94	20.29	22.61	20.2	312	idle	201.034	17.921	normal
5/19/2026 0:30	EV-PACK-001	380.79	1.64	83.48	93.94	21.8	25.4	21.23	312	idle	201.138	17.913	normal
5/19/2026 0:40	EV-PACK-001	381.75	0.5	83.48	94	22.1	24.8	21.12	312	idle	201.17	17.872	normal
5/19/2026 0:50	EV-PACK-001	381.66	1.5	83.48	93.97	20.52	24.83	20.9	312	idle	201.266	18.225	normal
5/19/2026 1:00	EV-PACK-001	380.33	-0.04	83.48	94	21.12	23.35	21.73	312	idle	201.268	17.861	normal
5/19/2026 1:10	EV-PACK-001	378.32	1.91	83.48	93.96	20.77	24.56	20.85	312	idle	201.389	18.756	normal
5/19/2026 1:20	EV-PACK-001	380.8	0.58	83.48	94.02	22.28	25.54	22.16	312	idle	201.426	17.977	normal
5/19/2026 1:30	EV-PACK-001	379.21	1.44	83.48	94.02	21.32	23.83	21.3	312	idle	201.517	18.159	normal
5/19/2026 1:40	EV-PACK-001	378.51	1.1	83.48	93.99	21.48	25.98	21.62	312	idle	201.586	17.749	normal
5/19/2026 1:50	EV-PACK-001	379.3	0.48	83.48	94	23.62	25.33	22.45	312	idle	201.616	17.978	normal
5/19/2026 2:00	EV-PACK-001	379.57	1.54	83.48	93.98	20.92	24.92	21.97	312	idle	201.714	18.219	normal
5/19/2026 2:10	EV-PACK-001	381.37	0	83.48	94.02	21.94	26.42	21.8	312	idle	201.714	18.391	normal
5/19/2026 2:20	EV-PACK-001	382.04	1.91	83.48	94	23.5	26.28	22.51	312	idle	201.835	18.203	normal
5/19/2026 2:30	EV-PACK-001	378.14	1.15	83.48	94.02	21.31	24.06	21.9	312	idle	201.908	18.276	normal
5/19/2026 2:40	EV-PACK-001	379.82	-0.03	83.48	93.98	22.59	26.72	22.5	312	idle	201.91	18.364	normal
5/19/2026 2:50	EV-PACK-001	380.85	-1.73	83.48	93.98	23.1	25.9	23.02	312	idle	202.02	17.953	normal
5/19/2026 3:00	EV-PACK-001	380.03	1.29	83.48	93.98	22.78	26.86	22.92	312	idle	202.102	17.756	normal
5/19/2026 3:10	EV-PACK-001	379.93	-1.63	83.48	93.99	24.03	26.3	22.93	312	idle	202.205	18.035	normal
5/19/2026 3:20	EV-PACK-001	376.7	-0.14	83.48	94	21.91	24.03	23.5	312	idle	202.214	18.029	normal
5/19/2026 3:30	EV-PACK-001	381.71	-1.29	83.48	93.99	24.86	27.55	23.98	312	idle	202.296	18.313	normal
5/19/2026 3:40	EV-PACK-001	380.34	-0.21	83.48	93.96	23.71	28.14	23.7	312	idle	202.309	17.289	normal
5/19/2026 3:50	EV-PACK-001	379.8	0.62	83.48	94.04	22.47	25.67	23.65	312	idle	202.349	17.767	normal
5/19/2026 4:00	EV-PACK-001	379.63	-1.89	83.48	93.97	24.57	27.53	25.4	312	idle	202.468	17.99	normal
5/19/2026 4:10	EV-PACK-001	379.04	1.31	83.48	93.96	24.9	27.22	24.73	312	idle	202.551	18.15	normal
5/19/2026 4:20	EV-PACK-001	381.13	0.71	83.48	93.99	25.49	27.63	25.47	312	idle	202.596	17.93	normal
5/19/2026 4:30	EV-PACK-001	382.48	1.56	83.48	94.03	26.5	30.81	25.63	312	idle	202.695	18.25	normal
5/19/2026 4:40	EV-PACK-001	378.79	-1.22	83.48	93.98	27.83	29.63	26.59	312	idle	202.772	17.629	normal
5/19/2026 4:50	EV-PACK-001	379.2	-1.46	83.48	94.03	25.63	28.21	26.11	312	idle	202.865	17.762	normal
5/19/2026 5:00	EV-PACK-001	379.44	0.44	83.48	93.96	26.21	30.5	26.34	312	idle	202.893	17.23	normal
5/19/2026 5:10	EV-PACK-001	378.39	0.48	83.48	93.99	26.66	30.42	25.58	312	idle	202.923	18.413	normal
5/19/2026 5:20	EV-PACK-001	380.96	-1.82	83.48	94	27.84	32.19	27.18	312	idle	203.039	18.194	normal
5/19/2026 5:30	EV-PACK-001	378.4	1.91	83.48	93.99	26.97	29.66	26.81	312	idle	203.159	17.789	normal
5/19/2026 5:40	EV-PACK-001	382.51	-1.23	83.48	93.98	28.75	32.02	27.68	312	idle	203.237	18.532	normal
5/19/2026 5:50	EV-PACK-001	379.56	0.53	83.48	94.01	26.79	29.47	28.22	312	idle	203.271	17.559	normal
5/19/2026 6:00	EV-PACK-001	380.51	96.95	83.39	93.98	32.54	35	28.76	312	drive	209.419	18.259	normal
5/19/2026 6:10	EV-PACK-001	381.47	73.29	83.31	93.98	32.55	34.69	29.18	312	drive	214.079	17.893	normal
5/19/2026 6:20	EV-PACK-001	380.82	126.14	83.19	94.01	34.75	38.26	28.55	312	drive	222.085	18.488	normal
5/19/2026 6:30	EV-PACK-001	378.73	133.91	83.05	93.99	34.77	36.39	28.73	312	drive	230.538	18.513	normal
5/19/2026 6:40	EV-PACK-001	376.26	119.48	82.93	93.99	32.87	35.77	29.11	312	drive	238.03	18.046	normal
5/19/2026 6:50	EV-PACK-001	382.37	130.3	82.8	93.98	35.37	37.69	28.85	312	drive	246.334	17.896	normal
5/19/2026 7:00	EV-PACK-001	380.51	102.92	82.7	93.97	32.12	36.18	28.75	312	drive	252.861	17.68	normal
5/19/2026 7:10	EV-PACK-001	375.31	89.96	82.61	93.94	34.67	37.62	30.13	312	drive	258.488	17.952	normal
5/19/2026 7:20	EV-PACK-001	374.85	94	82.52	93.97	33.85	35.7	29.9	312	drive	264.36	18.269	normal
5/19/2026 7:30	EV-PACK-001	381.67	84.3	82.43	94.01	34.51	37.57	30.88	312	drive	269.723	17.583	normal
5/19/2026 7:40	EV-PACK-001	378.75	113.47	82.32	93.99	34.43	36.05	30.58	312	drive	276.886	18.319	normal
5/19/2026 7:50	EV-PACK-001	379.81	71.17	82.25	93.99	32.14	33.93	30.44	312	drive	281.391	18.291	normal
5/19/2026 8:00	EV-PACK-001	379.4	1.9	82.25	93.97	32.32	36.43	31.71	312	idle	281.511	17.964	normal
5/19/2026 8:10	EV-PACK-001	377.91	-1.86	82.25	93.97	31.23	35.61	31.97	312	idle	281.628	18.127	normal
5/19/2026 8:20	EV-PACK-001	378.32	1.61	82.25	94.02	33	37.01	32.47	312	idle	281.729	18.135	normal
5/19/2026 8:30	EV-PACK-001	377.93	0.14	82.25	94	32.17	34.86	32.49	312	idle	281.738	17.916	normal
5/19/2026 8:40	EV-PACK-001	378.13	-0.76	82.25	94.01	31.97	36.36	31.63	312	idle	281.786	18.428	normal
5/19/2026 8:50	EV-PACK-001	379.94	1.32	82.25	93.99	33.59	37.92	33.21	312	idle	281.869	18.022	normal
5/19/2026 9:00	EV-PACK-001	379.13	0.17	82.25	93.98	34.41	38.03	33.23	312	idle	281.88	17.169	normal
5/19/2026 9:10	EV-PACK-001	378.84	-0.55	82.25	93.97	34.1	35.83	33.08	312	idle	281.915	18.131	normal
5/19/2026 9:20	EV-PACK-001	377.88	0.45	82.25	94	33.42	35.53	33.03	312	idle	281.944	18.588	normal
5/19/2026 9:30	EV-PACK-001	376.58	1.74	82.25	93.97	34.49	36.13	33.46	312	idle	282.053	17.969	normal
5/19/2026 9:40	EV-PACK-001	379.08	0.27	82.25	93.98	33.98	37.36	33.44	312	idle	282.071	18.184	normal
5/19/2026 9:50	EV-PACK-001	380.59	1.46	82.25	94	36.18	37.95	35.02	312	idle	282.163	18.699	normal
5/19/2026 10:00	EV-PACK-001	378.37	-0.49	82.25	93.99	34.4	36.45	34.55	312	idle	282.194	18.451	normal
5/19/2026 10:10	EV-PACK-001	380.08	-0.26	82.25	93.97	34.29	36.3	33.75	312	idle	282.21	17.949	normal
5/19/2026 10:20	EV-PACK-001	379.05	-0.01	82.25	93.96	33.84	36.65	33.91	312	idle	282.211	17.144	normal
5/19/2026 10:30	EV-PACK-001	379.24	-0.31	82.25	93.99	33.93	36.11	35.03	312	idle	282.231	17.988	normal
5/19/2026 10:40	EV-PACK-001	378.24	-0.12	82.25	93.98	35.27	36.95	35.74	312	idle	282.238	18.184	normal
5/19/2026 10:50	EV-PACK-001	378.52	-0.29	82.25	93.99	36.33	39.72	34.48	312	idle	282.256	18.567	normal
5/19/2026 11:00	EV-PACK-001	377.41	1.84	82.25	93.96	35.69	39.63	35.24	312	idle	282.372	18.043	normal
5/19/2026 11:10	EV-PACK-001	376.04	-1.14	82.25	93.94	34.29	36.39	34.15	312	idle	282.444	18.027	normal
5/19/2026 11:20	EV-PACK-001	381.84	-0.91	82.25	93.99	33.67	35.64	34.8	312	idle	282.502	18.543	normal
5/19/2026 11:30	EV-PACK-001	379.19	1.53	82.25	93.96	35.91	37.94	35.22	312	idle	282.598	18.295	normal
5/19/2026 11:40	EV-PACK-001	377.77	-0.91	82.25	93.98	35.16	38.31	35.14	312	idle	282.655	17.71	normal
5/19/2026 11:50	EV-PACK-001	376.97	1.13	82.25	93.97	35.06	37.91	34.44	312	idle	282.726	17.862	normal
